0.0178138, 0.377242, 0.0241023
0.0176181, 0.287162, 0.0240175
0.0173356, 0.197469, 0.0237346
0.0173749, 0.107642, 0.0239326
0.017196, 0.0177908, 0.0238393
0.097558, 0.0175201, 0.024153
0.177294, 0.0172837, 0.0242298
0.257463, 0.0177809, 0.0240941
0.337598, 0.0173904, 0.0241327
0.417489, 0.0174109, 0.0238821
0.497552, 0.0178888, 0.0240417
0.0177131, 0.377304, 0.0241231
0.0176907, 0.287221, 0.0239349
0.0173346, 0.197462, 0.0237298
0.0172887, 0.107636, 0.0238077
0.0171469, 0.0177434, 0.0237937
0.0975105, 0.0174997, 0.0240353
0.177251, 0.0172305, 0.024089
0.257399, 0.0177037, 0.0239322
0.337564, 0.0174128, 0.0240092
0.417556, 0.0173855, 0.0238017
0.497541, 0.0178223, 0.023952
0.0176543, 0.377176, 0.024106
0.0177097, 0.287255, 0.0238618
0.0172856, 0.197524, 0.0237305
0.0174015, 0.107665, 0.0239419
0.0171717, 0.0177824, 0.0238496
0.0975353, 0.0174725, 0.0241338
0.17728, 0.0172444, 0.0240163
0.25746, 0.0177592, 0.0240587
0.337516, 0.0173582, 0.0240495
0.417526, 0.0174498, 0.0238237
0.497645, 0.0178717, 0.0239666
0.0177832, 0.377263, 0.0240306
0.0176658, 0.287231, 0.0239208
0.0174065, 0.197476, 0.0238124
0.0173716, 0.107694, 0.0239714
0.0172234, 0.0177702, 0.0238546
0.0975682, 0.0175023, 0.0241937
0.177314, 0.0172805, 0.0241742
0.257429, 0.0177236, 0.0240754
0.337581, 0.0173848, 0.0240794
0.417523, 0.0173759, 0.0237267
0.497595, 0.0177641, 0.0238431
0.0178167, 0.377274, 0.024109
0.0177378, 0.287232, 0.0239631
0.0173047, 0.197505, 0.0237252
0.0173403, 0.107669, 0.0238916
0.0172151, 0.0177289, 0.0238022
0.0975859, 0.0175077, 0.0241615
0.177282, 0.0173174, 0.0241149
0.257495, 0.0177773, 0.0239725
0.337615, 0.0173785, 0.0240733
0.417525, 0.0174211, 0.0237952
0.497578, 0.0178978, 0.02392
0.0178864, 0.377231, 0.0242078
0.0175947, 0.287238, 0.0237712
0.017267, 0.197553, 0.0238022
0.0174073, 0.107646, 0.0238633
0.0171685, 0.0177762, 0.0237693
0.0975247, 0.017487, 0.0241
0.177236, 0.0172507, 0.0241688
0.257468, 0.0177736, 0.0240624
0.337639, 0.0174131, 0.0241325
0.41749, 0.0174452, 0.0238947
0.497568, 0.0178435, 0.0239042
0.0177847, 0.377286, 0.0240443
0.0176511, 0.287232, 0.023932
0.0173813, 0.197551, 0.0237537
0.0173242, 0.10765, 0.0239137
0.0172437, 0.0177741, 0.0237805
0.0975735, 0.0174907, 0.024176
0.177319, 0.0172638, 0.0241772
0.257466, 0.0177512, 0.0239361
0.337564, 0.0173772, 0.0240696
0.417491, 0.0174031, 0.023785
0.497588, 0.0178836, 0.0239368
0.0177573, 0.377237, 0.0241166
0.0176932, 0.287171, 0.0238777
0.0173316, 0.197489, 0.0237565
0.0173577, 0.10771, 0.0238604
0.0172317, 0.0177545, 0.0238155
0.0975966, 0.0175119, 0.024121
0.177274, 0.0172357, 0.0241182
0.257499, 0.0176952, 0.0240682
0.337645, 0.0173709, 0.0240945
0.417555, 0.0174123, 0.0238272
0.4976, 0.0178482, 0.0239573
0.0177072, 0.377186, 0.0240944
0.017731, 0.287263, 0.0240403
0.0173122, 0.197507, 0.0236986
0.0173767, 0.107695, 0.0239595
0.0172233, 0.0177601, 0.0238518
0.0975735, 0.017516, 0.0241677
0.177322, 0.0171906, 0.0241396
0.257397, 0.0177542, 0.0239812
0.337597, 0.0174082, 0.0240604
0.417594, 0.0173423, 0.0238784
0.497578, 0.0178281, 0.0240489
0.0177051, 0.377186, 0.0240446
0.0176506, 0.287159, 0.0240321
0.0173511, 0.19753, 0.0237094
0.0174516, 0.107654, 0.0239501
0.0172093, 0.0177824, 0.0238878
0.097534, 0.0175083, 0.0241044
0.17726, 0.0172422, 0.0240359
0.25743, 0.0177335, 0.0239575
0.3376, 0.0173881, 0.0240329
0.417534, 0.0173998, 0.0238231
0.497584, 0.017821, 0.0239512
0.0177917, 0.377296, 0.0241888
0.017672, 0.287187, 0.0240284
0.0173791, 0.19752, 0.023657
0.0173818, 0.107626, 0.0238969
0.0172343, 0.0177205, 0.0237246
0.0975583, 0.0174545, 0.0241606
0.177352, 0.0172916, 0.0242019
0.257421, 0.017788, 0.0239146
0.337529, 0.0174209, 0.0240088
0.417513, 0.0173672, 0.0238649
0.497626, 0.0178375, 0.023875
0.0176712, 0.377175, 0.024024
0.0177201, 0.287228, 0.0239812
0.0173854, 0.197583, 0.0238173
0.0173558, 0.107635, 0.0239512
0.0172099, 0.0177342, 0.0238001
0.0975054, 0.0174632, 0.0240697
0.177308, 0.0172482, 0.0241609
0.257475, 0.0176674, 0.0240887
0.337625, 0.01737, 0.0241057
0.417625, 0.017387, 0.0237595
0.497592, 0.01782, 0.0239059
0.0178467, 0.377146, 0.0241043
0.0177014, 0.287201, 0.0238881
0.01732, 0.197493, 0.0237762
0.0173796, 0.107708, 0.0239008
0.0172025, 0.0177269, 0.0238523
0.097568, 0.0174751, 0.0241331
0.177291, 0.0171987, 0.0241383
0.257502, 0.0177444, 0.0240651
0.33757, 0.0174166, 0.0241208
0.417554, 0.0174348, 0.0238165
0.497644, 0.0177839, 0.0238973
0.0177885, 0.377177, 0.0241026
0.0176703, 0.287185, 0.0240147
0.0174086, 0.197492, 0.0238602
0.0174119, 0.107637, 0.0239889
0.0172467, 0.0178084, 0.0238053
0.0975787, 0.0175005, 0.0241148
0.177321, 0.0172739, 0.0241908
0.257471, 0.017813, 0.0239833
0.337644, 0.0174156, 0.0241404
0.417548, 0.0174071, 0.0238217
0.497599, 0.0178726, 0.0239065
0.0178157, 0.377214, 0.0241626
0.0177179, 0.287284, 0.0239754
0.017388, 0.197476, 0.0238811
0.0174007, 0.107651, 0.0239502
